_d1 [(1, 0.05455428525237082), (3, 0.018894475677819482), (4, 0.92357229262745422)]
_d2 [(1, 0.10271133766941355), (3, 0.019120627699304237), (4, 0.87515370026770234)]
_d3 [(1, 0.064772905262353006), (3, 0.029930161073730262), (4, 0.9023863275357894)]
_d4 [(1, 0.052663444131395433), (3, 0.014253814818639975), (4, 0.93169751187987437)]
_d5 [(1, 0.057956656110560653), (3, 0.020072948947182458), (4, 0.91880568176701938)]
_d6 [(1, 0.060602022232288943), (3, 0.038733310894095742), (4, 0.89794147952343206)]
_d7 [(1, 0.063203328758928368), (3, 0.024809071632324153), (4, 0.90957510176244349)]
_d8 [(1, 0.044756710679705818), (3, 0.012758979033996951), (4, 0.94047332258834204)]
_d9 [(1, 0.086318139397980512), (3, 0.016069156149253843), (4, 0.89507979816222805)]
_d10 [(1, 0.059438508525548182), (3, 0.020585998548868664), (4, 0.91672981984219726)]
_d11 [(1, 0.046222466491568845), (3, 0.029547496005545938), (4, 0.92215321279120543)]
_d12 [(1, 0.049871545680880564), (3, 0.017272882382566249), (4, 0.93013238458988046)]
_d13 [(1, 0.05369524951620238), (3, 0.01530977254030051), (4, 0.92858248008777888)]
_d14 [(1, 0.056367751588825038), (3, 0.016066290753260576), (4, 0.92503305137357517)]
_d15 [(1, 0.068711202511804292), (3, 0.019583644050547386), (4, 0.9086174595480847)]
_d16 [(1, 0.053303689230563847), (3, 0.018461552133399655), (4, 0.92532415251388533)]
_d17 [(1, 0.059437012128569444), (3, 0.020585147437129064), (4, 0.9167321673527471)]
_d18 [(1, 0.055864709624537288), (3, 0.019348042086707689), (4, 0.92173667513482793)]
_d19 [(1, 0.059956814345004786), (3, 0.017089480486760438), (4, 0.92025943260448684)]
_d20 [(1, 0.069557975333266242), (3, 0.019824405595204337), (4, 0.90749188991595031)]
_d21 [(1, 0.062620886963734274), (3, 0.017851659385059275), (4, 0.91671367432737882)]
_d22 [(1, 0.065525495215375484), (3, 0.01867569129393128), (4, 0.9128544337066854)]
_d23 [(1, 0.072024230166352302), (3, 0.015160043915359153), (4, 0.91042594895714157)]
_d24 [(1, 0.045479257227143924), (3, 0.01575171547508563), (4, 0.936285698469279)]
_d25 [(1, 0.071314185194106178), (3, 0.020325346538772687), (4, 0.90515578638090377)]
_d26 [(1, 0.060207370087194852), (3, 0.020852001700614152), (4, 0.91565290170807345)]
_d27 [(1, 0.060601688977540223), (3, 0.01727370284175329), (4, 0.91940142083226239)]
_d28 [(1, 0.060996743291461278), (3, 0.021125177615546286), (4, 0.91454719511016602)]
_d29 [(1, 0.060206820075891211), (3, 0.020851688706494197), (4, 0.91565376471417137)]
_d30 [(1, 0.038040866273654876), (3, 0.013176831225280006), (4, 0.94670547778754899)]
_d31 [(1, 0.055869483267672139), (3, 0.019350769403278865), (4, 0.9217291741692365)]
_d32 [(1, 0.051530761621967347), (3, 0.017847581130232573), (4, 0.9278078779327843)]
_d33 [(1, 0.05392041326513064), (3, 0.018674753452779379), (4, 0.92446045350010797)]
_d34 [(1, 0.052688686127724871), (3, 0.015018678531062748), (4, 0.92992515528499098)]
_d35 [(1, 0.059327604439572072), (3, 0.016909665867213656), (4, 0.9210967643303809)]
_d36 [(1, 0.065522272472604975), (3, 0.01867916358055581), (4, 0.91285418415536135)]
_d37 [(1, 0.099183928115256115), (3, 0.018461714755352125), (4, 0.87944375100688177)]
_d38 [(1, 0.062617563908769644), (3, 0.017847440684479965), (4, 0.91672121609204127)]
_d39 [(1, 0.052703019020588722), (3, 0.01825436893527763), (4, 0.92616501356085013)]
_d40 [(1, 0.045801356781392653), (3, 0.029661796513543923), (4, 0.92319555128019837)]
_d41 [(1, 0.072223197537100908), (3, 0.020586170592899987), (4, 0.90394495878624204)]
_d42 [(1, 0.050414571981194901), (3, 0.017461408162979239), (4, 0.92937129036731025)]
_d43 [(1, 0.045040014345090501), (3, 0.01559992899622282), (4, 0.93690079581222041)]
_d44 [(1, 0.057954875276628161), (3, 0.020071932573372968), (4, 0.91880847897696205)]
_d45 [(1, 0.053306282877744436), (3, 0.018463036064415041), (4, 0.92532007493248059)]
_d46 [(1, 0.043364527532332144), (3, 0.015020825928454462), (4, 0.93924716647832862)]
_d47 [(1, 0.074133163534793822), (3, 0.050827525820354491), (4, 0.87309011403219539)]
_d48 [(1, 0.042576675990587801), (3, 0.014749380604155208), (4, 0.94034983181450094)]
_d49 [(1, 0.056544814640044488), (3, 0.01958366249190005), (4, 0.92078382897845001)]
_d50 [(1, 0.077125872723830272), (3, 0.018676629373226169), (4, 0.90125311811690989)]
_d51 [(1, 0.054553085474144919), (3, 0.018893794550911839), (4, 0.92357417353405513)]
_d52 [(1, 0.053926191505821251), (3, 0.018678052660981638), (4, 0.92445137604407901)]
_d53 [(1, 0.058686891192090737), (3, 0.020325473919177731), (4, 0.917782953002237)]
_d54 [(1, 0.059328355212381091), (3, 0.016912207879791509), (4, 0.92109347153950794)]
_d55 [(1, 0.053697337684932719), (3, 0.015307434464613322), (4, 0.92858272999997027)]
_d56 [(1, 0.048276936359479793), (3, 0.020155995981600481), (4, 0.9301509146988316)]
_d57 [(1, 0.049871124485619839), (3, 0.017272639783203821), (4, 0.93013304838502953)]
_d58 [(1, 0.058686028156168565), (3, 0.020324981266036338), (4, 0.9177843086923656)]
_d59 [(1, 0.047337767672993344), (3, 0.016396671272721593), (4, 0.9336810574429989)]
_d60 [(1, 0.056546348181414983), (3, 0.019584534917285894), (4, 0.92078142300981425)]
_d61 [(1, 0.057955601675505827), (3, 0.02007234728062245), (4, 0.91880733786993918)]
_d62 [(1, 0.054554999304694186), (3, 0.018894886527165984), (4, 0.92357116772488934)]
_d63 [(1, 0.054553005249728365), (3, 0.018893749330850109), (4, 0.92357429897863141)]
_d64 [(1, 0.057217843793849019), (3, 0.013856508106569396), (4, 0.92674156763033633)]
_d65 [(1, 0.056544980640071012), (3, 0.019583756091251729), (4, 0.92078356937887162)]
_d66 [(1, 0.055864536096846745), (3, 0.019347946043027291), (4, 0.92173694470640088)]
_d67 [(1, 0.058685950417485415), (3, 0.020324937083549231), (4, 0.91778443061363135)]
_d68 [(1, 0.055867027020748028), (3, 0.019349365041603835), (4, 0.92173303478085855)]
_d69 [(1, 0.065521657549217266), (3, 0.01867489394985257), (4, 0.91285906871864675)]
_d70 [(1, 0.052113449895771054), (3, 0.018050480445989114), (4, 0.92699073856718472)]
_d71 [(1, 0.042958908620710265), (3, 0.014879261828782625), (4, 0.93981623418112503)]
_d72 [(1, 0.05795437619362797), (3, 0.020071648008327454), (4, 0.91880926262562423)]
_d73 [(1, 0.067079556690482781), (3, 0.019118100812233217), (4, 0.91078800813917082)]
_d74 [(1, 0.090862154985279872), (3, 0.016913811259187561), (4, 0.88955806838374119)]
_d75 [(1, 0.064041061507551247), (3, 0.018253178887070273), (4, 0.91482816112464393)]
_d76 [(1, 0.076243555306232766), (3, 0.018461089413048325), (4, 0.90238474915955325)]
_d77 [(1, 0.052694581306810262), (3, 0.015020294409323027), (4, 0.92991764422415246)]
_d78 [(1, 0.046427944794502997), (3, 0.011243025364958989), (4, 0.94055681046393824)]
_d79 [(1, 0.055202492137740873), (3, 0.019119011135138277), (4, 0.92266416236704241)]
_d80 [(1, 0.049465825514025855), (3, 0.014101667067678359), (4, 0.93421017006791407)]
_d81 [(1, 0.051532285798703135), (3, 0.017848450983276882), (4, 0.9278054839011235)]
_d82 [(1, 0.10242700893800478), (3, 0.017090750715085874), (4, 0.87778796778042312)]
_d83 [(1, 0.033816321639265491), (3, 0.01752130207395523), (4, 0.94743167378072546)]
_d84 [(1, 0.069552197020455106), (3, 0.01982682296977397), (4, 0.90749525084896854)]
_d85 [(1, 0.057955092623609615), (3, 0.020072056069819603), (4, 0.91880813813326778)]
_d86 [(1, 0.038678233611860124), (3, 0.013398578369749262), (4, 0.94581180132818576)]
_d87 [(1, 0.050420880703265988), (3, 0.017465009535442281), (4, 0.92936138026501036)]
